Charity_Legal_Name,Charity_Website,Town_City,State,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness,email,contact
Urban Life Church Inc As The Operator Of A Pbi,,Ringwood,Victoria,,,,,,,Y,,Y,,
Variety - The Children'S Charity Of Victoria,www.variety.org.au/VIC/,South Melbourne,Victoria,,,,Y,,,Y,,,info@varietyvic.org.au,386983900
Deadly Hands Aboriginal And Torres Strait Islander Corporation,,Earlville,QLD,Y,,,,,Y,,,,admin@deadlyhands.org.au,425345776
Crc For Mental Health Ltd,www.mentalhealthcrc.com,Carlton,Victoria,,,,,,Y,,Y,,enquiries@mentalhealthcrc.com,
Christ Church Music Foundation,,,,,,,,,Y,,Y,,ccoffice@ccsy.org.au,
Pawfect Pals Animal Rescue,https://pawfectpals.com.au/,,,,,,,,,,,,contact@pawfectpals.com.au,412242088
St Joseph'S Catholic Church Cobram,,Bendigo,VIC,,,,,,,,,,chancery@sandhurst.catholic.org.au,
Casey Philharmonic Orchestra Inc,https://www.cpo.org,Berwick,Victoria,,,,Y,Y,Y,,Y,,caseyphilharmonic@gmail.com,401082348
Musicult Inc,www.musicultinc.com,Craigeburn,VIC,,,,Y,Y,Y,,Y,,musicult.melbourne@gmail.com,393809500
United Spanish Latin American Welfare Centre Inc,www.united.org.au,Maidstone,Victoria,,,,,Y,,Y,,,finance.officer@united.org.au,393182949
Koondrook Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Canterbury Gardens Community Church,cgcc.org.au,Kilsyth South,Victoria,,,,Y,Y,,,,,accounts@cgcc.org.au,
Give A Kitty A Home Rescue Inc.,https://gakah.org.au/,Hoppers Crossing,Victoria,,,,,,,,,,adoptions.gakah@gmail.com,412272397
St Joseph'S Catholic Church Northcote,http://pol.org.au/northcote,Northcote,VIC,,,,Y,Y,Y,Y,Y,Y,Northcote@cam.org.au,
Thomastown West Kindergarten Inc.,,Thomastown,VIC,Y,,,,,,,,,ttw.kin@kindergarten.vic.gov.au,
Craigieburn Congregation Of Jehovah'S Witnesses,,Coolaroo,Victoria,,,,,,,,,,coolarookhjw@yahoo.com.au,
Casterton Rsl Sub-Branch Inc.,https://www.facebook.com/pages/category/Community-Organization/Casterton-RSL-Sub-Branch-103372018444563/,Melbourne,VIC,,,,,,,,,,charity@rslvic.com.au,
Greek Orthodox Archdiocese Of Australia Parish Of St Raphael East Bentleigh,,Bentleigh,VIC,,,,,,,,,,,
The Trustee For The Abundant Life Foundation,,Hawthorn,Victoria,,,,Y,Y,Y,Y,,Y,beniris77@gmail.com,
Emmanuel Assembly Church Inc.,https://www.facebook.com/Emmanuel-Assembly-Church-Melbourne-771821599577597/,Croydon,Victoria,,,,,,,,,,accounting@thevillagroup.com.au,387825721
Robert O'Hara Burke Memorial Museum Incorporated Trust Fund,www.burkemuseum.com.au,Beechworth,VIC,,,,,,,,,,kinross1858@westnet.com.au,417245710
The Albert And Constance Bienvenu Foundation,,Canterbury,Victoria,,,,,,,,,,drbigbadclive@gmail.com,
Holy Trinity Anglican Church Coburg,,Coburg,Victoria,,,,Y,Y,Y,,Y,,farajhanna16568@gmail.com,423939695
Mard Consolidated Trust,,Melbourne,Victoria,Y,,Y,Y,,,,,,ekarauc@hallchadwickmelb.com.au,
Anglican Parish Of Marysville,,Marysville,VIC,,,,,,Y,Y,Y,,smossie@bigpond.com,
Sisters Of The Holy Angels,,Bell Park,Victoria,,,,,Y,,,,,sisters@ncable.net.au,
Fikia Dada Incorporated,www.fikiadada.org,Airlie Beach,Queensland,,,Y,,,Y,,,,info@fikidada.org,431932320
Green Wedge Christian Community Enterprises Incorporated,https://www.greenwedgechristiancommunity.org,Hurstbridge,Victoria,,,,,Y,,Y,,,drling@bigpond.com,03 9718 1639
St. Theresa'S Aged And Retired Services Incorporated,http://www.starsagedservices.org.au,Glen Waverley,Victoria,,,,,,Y,,Y,,info@starsagedservices.org.au,
The Trustee For Nvri Governors Endowment Fund Trust,,Carlton,VIC,,,,Y,,Y,,Y,,,
The Trustee For St Leonard'S College School Building Fund,www.stleonards.vic.edu.au,Brighton East,Victoria,Y,,,Y,,,,,,georgina.moore@stleonards.vic.edu.au,
Southern Medical Artistic Fund Trust,https://www.facebook.com/SMAFVic,,,,,,,,,,,,smafvic@gmail.com,
Hampton Park Uniting Church,http://hamptonparkunitingchurch.org.au,Hampton Park,Victoria,,,,Y,Y,Y,Y,Y,Y,office@unitingplace.org.au,
63 Miller Street Epping Temple Charitable Trust,www.premprakashmandir.com.au,Epping,Victoria,,,Y,Y,Y,Y,,Y,,ppmmandir@gmail.com,401513655
The B Nai B Rith Charitable Trust,,Caulfield South,VIC,,,,,Y,,,,,robert.wald@williambuck.com,
Oesophageal Atresia Research Association (Oara) Limited,www.oara.org.au,Pakenham,Victoria,,,,Y,,Y,,Y,,secretary@oara.org.au,
Monkami Centre Inc,www.monkami.org,Croydon,Victoria,,,,,,,,,,ceo@monkami.org,97258677
Lightfolk Foundation,,,,,,,,,,,,,bindian@kpmg.com.au,(03) 9605 9536
The Housing For The Aged Action Group Inc,www.oldertenants.org.au,Melbourne,Victoria,,,Y,,,Y,Y,Y,Y,haag@oldertenants.org.au,96547389
Mount Prospect Presbyterian Church,Presbyterian.org.au,Mount Prospect,Victoria,,,,,Y,,,,,boongalapolldorsets@hotmail.com,
Kensington Community Children'S Co-Operative,https://kccc.org.au/,Kensington,Victoria,Y,,,,Y,,,,,info@kccc.org.au,03 9376 4565
Purrs Of Point Cook Inc.,www.purrsofpointcook.com.au,,,,,,,,,,,,purrsofpointcook@gmail.com,
Yarra Junction Opp Shop Incorporated,,Yarra Junction,Victoria,,,,Y,Y,,Y,,,brimmerj@dodo.com.au,
Enveco Association Incorporated,www.enveco.org.au,,,,,Y,,Y,,,,Y,info@enveco.org.au,
St Matthew'S Anglican Church Ashburton,,Ashburton,Victoria,,,,,Y,,,,,lcart8@bigpond.com,
The Naval Heritage Foundation Of Australia Inc,,,,,,,,Y,,,,,jeg@bigpond.net.au,
Dandenong Cranbourne Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
The Trustee For Loti And Victor Smorgon Foundation,,South Yarra,VIC,,,,,,,,,,charities@vsg.com.au,03 98282574
Anglican Parish Of Glenelg Wannon,www.ballaratanglican.org.au,Ballarat,VIC,,,,,,,,,,registrar@ballaratanglican.org.au,
The Trustee For Alan George Barker Estate English Speaking Union Trust,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,386235247
Dandenong Ranges Emergency Relief Service Inc,www.drers.org.au,Belgrave,Victoria,,,Y,,,,Y,,Y,enquire@drers.org.au,
The Philanthropic Collective,www.philanthropic.org.au,Mount Dandenong,Victoria,Y,,Y,Y,Y,,Y,,Y,fabian@philanthropic.org.au,03 97510382
The Trustee For Trinity College Foundation,https://www.trinity.unimelb.edu.au/,Parkville,Victoria,,,,,,Y,Y,Y,,ivanek@trinity.unimelb.edu.au,9348 7523
Righteous Pups Australia Inc.,https://www.righteouspups.org.au,Lockwood,Victoria,,,,Y,,Y,Y,Y,Y,bakerj@righteouspups.org.au,
Gobind Marg Charitable Society Incorporated,,St Albans,Victoria,,,,,Y,Y,,Y,,sect.gobindmargtrustaus@gmail.com,425500597
Greenlink Sandbelt Inc. (Registered No. A0025357K),https://greenlinksandbelt.org.au,Clayton South,VIC,,,,,,,,,,Greenlink_Sandbelt@hotmail.com,
Derrimut And Deer Park Community Association Inc.,www.dadpca.com,Deer Park,Victoria,,,Y,,Y,,,,,dadpca@gmail.com,
Victorian Croatian Aged Care Services Incorporated,www.vcacs.com.au,Bell Park,Victoria,,,,,,Y,,Y,,kayla@melbourneaccounting.com.au,396548584
Stonnington West Emergency Relief Network Incorporated,,South Yarra,VIC,,,,,,,Y,,,swerni@laughingbird.net,
The Trustee For Portland Baptist Christian Education Building Fund,,,,Y,,,,,,,,,pbcoffice3305@gmail.com,
Wangaratta Christian Fellowship Inc,wangcf.org.au,Wangaratta,Victoria,,,,Y,Y,,,,,rod.grant@understanding.com.au,
Newham Mechanics Institute Inc.,www.newhamhall.com,Newham,Victoria,,,Y,Y,Y,,,,,newhamhall@gmail.com,
Career Education Association Of Victoria Inc,www.ceav.vic.edu.au,Greensborough,VIC,Y,,,Y,,Y,,Y,,lponsioen@ceav.vic.edu.au,394338000
Planetshakers Cultural Trust,www.planetshakers.com,,,,,,,,,,,,accounts@planetshakers.com,1300883321
Moyola Aged Care Inc.,www.moyola.com.au,Tatura,VIC,,,,,,,,,,manager@moyola.com.au,
Leo Baeck Centre For Progressive Judaism Inc,www.lbc.org.au,Kew East,Victoria,,,,Y,Y,,,,,office@lbc.org.au,
Dying With Dignity Victoria Inc.,www.dwdv.org.au,,,,,,,,,,,,dwdv@dwdv.org.au,491718632
Rotary Australia Relief Fund,www.rawcs.org.au,Norwest,,,,,,,,,,,secretary@rawcs.org.au,288338321
The Mark'S Ark Inc.,https://www.facebook.com/TheMarksArk/,Mulgrave,Victoria,,,,,,,,,,themarksark@gmail.com,481314441
Home Equity And Rental Services Ltd,,Milton,QLD,,,Y,Y,,Y,,Y,Y,,
Kashiful Uloom Limited,kashifululoom.org,,,Y,,Y,,,Y,Y,Y,,kashifuloom@gmail.com,394013358
El-Shaddai Worship Centre Church,,Clyde North,Victoria,,,,,Y,,,,,marianamorelli16@icloud.com,401741441
Iglesia Cristiana Jesus Es El Camino Inc,www.jesusitheway.church,Hoppers Crossing,Victoria,,,,Y,Y,Y,,Y,,ik.keeling.swcc@gmail.com,
Australia India Social & Charitable Ventures Limited,,,,,,Y,Y,Y,,,,,harishraoaust@gmail.com,
Lorne Sculpture Exhibition Inc,www.lornesculpture.com,Lorne,Victoria,,,,Y,Y,,,,,manager@lornesculpture.com,0400 009953
Grab Life By The Balls Ltd,www.grablifebytheballs.com.au,Mooloolaba,Queensland,,,Y,,Y,,,Y,,admin@grablifebytheballs.com.au,0419 295 958
Ballarat Health Connect Ltd,http://ballaratmmh.com.au,Ballarat,Victoria,,,Y,,,,,Y,,info@ballaratmmh.com.au,
Hawks Community Foundation Limited,www.community.hawthornfc.com.au,Mulgrave,Victoria,,,Y,Y,,,,,,foundation@hawthornfc.com.au,395353000
The Men'S Table Limited,www.themenstable.org,Bexley,New South Wales,,,,,,,,Y,,hello@themenstable.org,0412 199 648
Lorne Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Plan Navigators Limited,,,,,,Y,,,,,,,,
The Trustee For Estate Keith Drysdale Mcqualter,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,386235000
Girton Grammar Parents And Friends Association Inc,http://www.girton.vic.edu.au,Bendigo,Victoria,Y,,,Y,,,,,,gpf@girton.vic.edu.au,
Beyond Racing Ltd,beyondracing.org.au,Nar Nar Goon North,Victoria,,,,,,,,,,cailin@cladvisory.com.au,458385111
The Hattie Family Foundation Limited,,Melbourne,Victoria,Y,,,Y,,Y,,Y,,pdalbosco@nexiamelbourne.com.au,386138888
Logos Academy For Ministry And Missions Ltd,www.lamm.org.au,Malvern East,Victoria,,,,,,,,,,lamm.cmca@gmail.com,399947250
Uca Pilgrim Congregation Yarraville,www.pilgrimchurchyarraville.org.au,Yarraville,VIC,,,,,,,,,,minister@pilgrimchurchyarraville.org.au,
Mysmallhelp Australia Limited,www.mysmallhelp.org,South Melbourne,Victoria,,,,Y,,Y,Y,Y,,matt@theplanetearth.com.au,0428 769 886
Go Reach Our World (Grow) Australia Ltd,https://www.instagram.com/grow.australia/,Wonga Park,Victoria,,,,,,,,,,Natalie@growaust.com.au,
Psychae Institute Ltd,https://www.facebook.com/Psychae-Institute-107781911549510,Northcote,Victoria,,,,,,Y,,Y,,info@psychae.org,1.08E+14
T2Ko Ltd,https://www.instagram.com/t2ko__/,Epping,Victoria,Y,,,,,,,,,zaccyp15@outlook.com,394089633
Australian Centre For Consciousness Studies Limited,https://www.theaccs.org.au,Woodbridge,Tasmania,Y,,,,Y,,,,,kylie.harris.research@gmail.com,408804165
Margaret Elinor Henderson Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,386235251
Essence Theatre Productions Limited,https://www.essencetheatre.productions,Werribee,Victoria,,,,,,,,,,lauraquattrocchi_10@yahoo.com.au,408391246
Stawell Underground Physics Laboratory Ltd,www.supl.org,Stawell,Victoria,,,,,,,,,,lmgangell@gmail.com,413330384
Anglican Trusts Corporation Of The Diocese Of Gippsland,www.gippslandanglicans.org.au,Lang Lang,VIC,,,,,,,,,,bbbeans59@hotmail.com,
Glenroy West Kindergarten Inc,,Glenroy,Victoria,,,,,,,,,,,
Woodend Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
North Church,http://www.northchurch.org.au,Craigieburn,Victoria,,,,Y,Y,Y,,Y,,accounts@northcoastchurch.org.au,416282217
Bendigo Foodshare Inc,www.bendigofoodshare.org.au,Bendigo,Victoria,,,Y,,Y,Y,Y,Y,Y,admin@vmgaccounting.com.au,03 5444 3409
Uca - St Andrews Mirboo North,,Mirboo North,Victoria,,,,,Y,Y,,Y,,mirboonorthuca@gmail.com,
Home Road Kindergarten,https://www.homeroadkindergarten.vic.edu.au/,Newport,VIC,Y,,,,,,,,,jacquihrkfinance@homeroadkindergarten.vic.edu.au,393912958
Westgate Baptist Community Church,https://www.westgatebaptist.org.au/,Yarraville,Victoria,,,,Y,,,,,,churchoffice@westgatebaptist.org.au,
St Paul'S Anglican Church Canterbury,www.stpaulscanterbury.org.au,Canterbury,Victoria,,,,,Y,,,,,office@stpaulscanterbury.org.au,398300729
Pakenham Congregation Of Jehovah'S Witnesses,,Tynong,VIC,,,,,,,,,,pakenhamjw@gmail.com,
The Trustee For Helen Gyles Turner Fundritan,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Joan Of Hearts Foundation,,Dandenong South,Victoria,,,,,Y,Y,,,,wealth@ashfords.com.au,395512822
L'Chaim Chabad Inc,www.jewishmelbourne.com.au,,,,,,Y,,,,,,rabbi@jewishmelbourne.com.au,
The Trustee For Montsalvat Trust,montsalvat.com.au,Eltham,Victoria,,,,,,,,,,,
Mallee Health Foundation,,Mildura,Victoria,,,Y,,,,,,,rosslanyon@me.com,350230208
The Trustee For J. M. & A. W. Cleland Trust,,South Melbourne,Victoria,,,,,,,,,,pharker@propcorp.org.au,
Mcleans Road Kindergarten Inc,,Bundoora,Victoria,Y,,,,Y,,,,,mcleans.director@kindergarten.vic.gov.au,03 9467 5993
Catholic Women'S League Of Vic & Wagga Wagga Horizon Committee,,Cotham,VIC,,,,,,Y,,,,,
Peter And Celia Sitch Family Charitable Foundation,,,,,,,,,,,,,,
Slavic Welfare Association Incorporated,,Melbourne,Victoria,,,Y,,,,,,,info@slavicwelfare.com.au,
Chaldean Mission Of St. Ephrem,,Dandenong,Victoria,,,,Y,Y,,,,,stephremaus@gmail.com,415887833
The Trustee For Viertel S And C Charitable Foundation,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Lilydale Agricultural And Horticultural Society Inc,https://www.lilydaleyarravalleyshow.com.au,Lilydale,VIC,,,,Y,,Y,,Y,,secretary@lilydaleyarravalleyshow.com.au,397351292
Bao Minh Buddhist Association Victoria Inc.,,,,,,,,,,,,,chuabaominhvic@gmail.com,03 8555 0604
Epping Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
The Trustee For Marysville And Triangle Community Foundation,www.foundationmurrindindi.org.au,Marysville,VIC,Y,,Y,,,,,,,info@marysvilletrianglefoundation.org.au,0488 007 688
Chinese Methodist Church In Australia - Preston Methodist Church,http://www.facebook.com/cmcp.au,Reservoir,Victoria,,,,Y,Y,Y,,Y,,info@cmcp.com.au,
Uca - Tecoma,www.tecomauc.org.au,Tecoma,Victoria,,,,Y,,Y,Y,Y,Y,office@tecomauc.org.au,
Refugee Migrant Children Centre,www.rmccaustralia.org.au,Sunshine,VIC,,,Y,Y,,,Y,,,contact@rmccaustralia.org.au,(03) 9028 5255
Thursday Girls Group Incorporated,https://thursdaygirls.org/,,,,,Y,,Y,Y,,Y,,contact@thursdaygirls.org,414272706
Wendouree Neighbourhood Centre Inc,www.wnc.org.au,Wendouree,Victoria,,,Y,,Y,Y,Y,Y,Y,reception@wnc.org.au,03 53030507
Dwellers Common Equity Rental Cooperative Ltd,,Ascot Vale,VIC,,,,,,,,,,dwellerscerc@hotmail.com,
Light Of Christ Assembly Of God Church,,Point Cook,Victoria,,,,Y,Y,Y,,Y,,moiramoli58@gmail.com,
Bass Coast Adult Learning Inc.,www.basscoastadulted.org.au,,,Y,,,,,Y,Y,Y,Y,accounts@bcal.vic.edu.au,
The Trustee For The Fyt Melbourne Trust,,Melbourne,Victoria,,,,,,,,,,sjacobson@pkf.com.au,396792222
Darebin Information Volunteer & Resource Service Incorporated,www.divrs.org.au,Preston,Victoria,,,Y,Y,Y,Y,Y,Y,Y,executive@divrs.org.au,03 9480 8200
Starlight Children'S Foundation Australia,www.starlight.org.au,Naremburn,New South Wales,,,,Y,Y,Y,Y,Y,,sydneyreception@starlight.org.au,
Langwarrin Congregation Of Jehovah'S Witnesses,,Skye,Victoria,,,,,,,,,,skyekhjw@yahoo.com.au,
St Leonards Catholic Church Glen Waverley,http://pol.org.au/glenwaverley,Glen Waverley,VIC,,,,Y,Y,Y,Y,Y,Y,glenwaverley@cam.org.au,
Anchor Inc,www.anchor.org.au,Scoresby,Victoria,,,,Y,Y,Y,Y,Y,Y,,
Inglewood Eucalyptus Distillery Museum Incorporated,http://inglewood.vic.au/eucy-museum/,Inglewood,Victoria,,,,Y,Y,,,,,eucymuseum@inglewood.vic.au,
Trustee For The Leibler Yavneh College Scholarship Fund,www.yavneh.vic.edu.au/,Caulfield South,VIC,Y,,,,,,,,,,
St John The Baptist Church Ferntree Gully,http://www.stjohnthebaptist.net.au,Ferntree Gully,VIC,,,,Y,Y,Y,Y,Y,Y,ferntreegully@cam.org.au,
Independence Australia Group Limited,www.independenceaustralia.com/,West Footscray,VIC,,,,,,,,,,theteam@iagroup.org.au,1300 704 456
Mzuri Dance Artistree Fund Inc.,https://www.mzuridanceartistree.org/,Melbourne,Victoria,,,,Y,Y,,Y,,Y,suzanne@mzuridance.com.au,
Overseas Chinese Christian Church - Melbourne Eastern Ministry Inc.,http://overseaschinesechristianchurch.com.au/index.html,Blackburn South,Victoria,,,,,,Y,,Y,,OCCCMEM@GMAIL.COM,
Sindhi Sangat Australia,https://www.ssaus.org.au/,Clovelly Park,South Australia,,,,Y,Y,Y,,,,info@ssaus.org.au,414239434
Computing And Information Systems Students Association,https://cissa.org.au,Parkville,VIC,Y,,,,,,,,,executives@cissa.org.au,422556845
Victorian Women'S Benevolent Trust,www.vwt.org.au,Melbourne,Victoria,,,,,,Y,,,,women@vwt.org.au,03 96420422
Trustees Of Kildare Ministries,https://www.kildareministries.org.au/,,,Y,,,Y,Y,Y,Y,Y,,Niluka.Perera@kildareministries.org.au,396822973
St Marys Cathedral Parish Sale,www.cdsale.org.au,Sale,VIC,,,,,,,,,,Sale@cdsale.org.au,
Good Shepherd Lutheran Church Ringwood,ringwoodknoxparish.org.au,Ringwood,Victoria,,,,,Y,Y,,Y,,mark.goessling@hotmail.com,
Mental Health Foundation Australia,www.mhfa.org.au/,South Yarra,Victoria,,,,,Y,Y,Y,Y,,,
Brighton Grammar School Foundation Limited,www.brightongrammar.vic.edu.au,Brighton,Victoria,Y,,,Y,Y,,Y,,,bgsaccounts@brightongrammar.vic.edu.au,
Oakleigh Glen Pty. Ltd.,https://japara.com.au/,Sydney,New South Wales,,,Y,,,,Y,,,,
All Saints' Anglican Church East St Kilda,https://www.allsaints.org.au/,St Kilda,Victoria,,,,,,,,,,awd@netspace.net.au,
Salter Foundation,www.salterfoundation.org.au,Brighton,Victoria,,,,,,,,,,susanl@hn.ozemail.com.au,418128671
Australian And New Zealand Intensive Care Society,anzics.com.au,Camberwell,VIC,,,,,,,,,,anzics@anzics.com.au,03 93403400
The Trustee For The South West Community Foundation Open Fund,www.southwestcommunityfoundation.org,Warrnambool,Victoria,,,Y,,,,,,,info@southwestcommunityfoundation.org,
One2One Gillies Street Church Of Christ,www.churchone2one.org.au,Alfredton,Victoria,,,,,Y,,,,,admin@churchone2one.org.au,
Merriwa Industries Limited,www.merriwa.org.au,Wangaratta,Victoria,,,,,Y,Y,,Y,,info@merriwa.org.au,357227600
Companion Animal Network Australia,www.australiacan.org.au,Wingfield,South Australia,,,,,,,,,,info@awla.org.au,421785351
Southern Grampians Life Centres Inc,www.sglifecentre.com.au,Hamilton,Victoria,,,,Y,Y,Y,Y,Y,Y,rick@sglifecentre.com.au,355711402
Western Port Seagrass Partnership Limited,http://www.seagrass.com.au,Mount Waverley,Victoria,,,,,,,,,,info@seagrass.com.au,437982029
Uniting (Victoria And Tasmania) Limited,https://www.unitingvictas.org.au,Melbourne,Victoria,,,Y,Y,Y,,Y,,Y,,
The Trustee For The Charles Wood Bursary Fund,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
The Page Research Centre Limited,www.page.org.au,Barton,Australian Capital Territory,,,Y,,,,Y,,,kristian.jenkins@page.org.au,262733822
Calvary Health Care Bethlehem Limited,www.calvarycare.org.au,Sydney,NSW,,,,,,,,,,,
Africause,www.africause.org.au,Footscray,Victoria,,,Y,Y,,,Y,,Y,info@aameys.com.au,
Melbourne Girls Grammar - An Anglican School,www.mggs.vic.edu.au,South Yarra,Victoria,Y,,,Y,,Y,,,,privacy@mggs.vic.edu.au,
Greek Orthodox Archdiocese Of Aust Second Archdiocese District,,,,,,,,,,,,,archmel@greekorthodox.org.au,
Maritime Employees Training Limited,www.metl.com.au,Sydney,NSW,Y,,,,,Y,,,,admin@metl.com.au,61 (0)2 8296 6385
The Trustee For Ratcliff Ernest Henry Montague Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Women'S Association South East Melbourne Australia (Wasema) Inc.,https://wasema.org.au/,Dandenong South,VIC,Y,,,,,Y,,,,Secretary@wasema.org.au,400887607
Sovereign Hospitaller Order Of Saint John Of Jerusalem Knights Of Malta,,Sydney,New South Wales,,,,Y,Y,Y,,,Y,sam@restifa.com.au,02 82248000
Greek Orthodox Archdiocese Of Australia Consolidated Trust Holy Monastery Of Panagia Gorgoepikoos Building Fund,,Lovely Banks,VIC,,,,,,,,,,spiros@btaonline.com.au,
Greensborough Pre School Inc,www.greensboroughpreschool.vic.edu.au,Greensborough,Victoria,Y,,,,,,,,,info@greensboroughpreschool.vic.edu.au,
St Itas Primary School,www.stidrouin.catholic.edu.au,Drouin,VIC,Y,,,Y,,,,,,,
Doris Thelma Rowe Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
The Young Men'S Christian Association Of Victoria Incorporated,https://victoria.ymca.org.au/,,,,,Y,Y,,,Y,,,vicoffice@ymca.org.au,03 9403 5000
West Turk Housing & Elderly Services Co-Operative Ltd,http://www.westturkhousing.org.au,St Albans,Victoria,,,,Y,Y,Y,Y,,Y,westturk@westturkhousing.org.au,391183255
Disciples Of Christ Inc,houghongod.com.au,Linton,Victoria,,,,,,,,,,anathoth.hough@gmail.com,
Anglican Parish Of St Silas And St Anselm Albert Park,www.parishoftheparks.com.au,Albert Park,Victoria,,,,Y,Y,,,,,office@parishoftheparks.com.au,396965116
The Aet Foundation,,Adelaide,SA,,,,,,,,,,philanthropy@aetlimited.com.au,
Kasih Project Inc,https://www.facebook.com/kasih.project,Ashburton,Victoria,Y,,Y,,,,Y,,Y,kasihprojectteam@gmail.com,
Lutheran Church Of The Good Shepherd Hamilton,,,,,,,Y,Y,,,,,hamilton.lutheran@westnet.com.au,
Leaper Foundation,,East Melbourne,Victoria,,,,,,,,,,robert.livy@leebridgegroup.com.au,03 9854 3160
Lakes Entrance Congregation Of Jehovah'S Witnesses,,Lakes Entrance,Vic,,,,,,,,,,lakesentrancekhjw@yahoo.com,
Richmond Churches Food Centre Incorporated,http://richmondchurches.weebly.com/,Richmond,VIC,,,Y,,Y,Y,Y,Y,Y,rfoodcentre@gmail.com,0493 104 144
Goodwill Collective Inc,www.goodwillcollective.org,Greensborough,Victoria,,,,,Y,,Y,,Y,info@goodwillcollective.org,
Dharma Association Inc.,www.universal-dharma.org,South Yarra,Victoria,,,,,,,,,,light-of-dharma@aapt.net.au,
The Trustee For Hillsong International,www.hillsong.com,Norwest,NSW,,,,,,,,,,hello@hillsong.com,02 8853 5353
The Trustee For The Reverend G B Williams Bequest,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
The Loreto Mandeville Hall Association Inc. Scholarship Fund,loretotoorak.vic.edu.au,,,,,,Y,,,,,,Business.manager@loretotoorak.vic.edu.au,398238142
Deep Creek Child Care Centre Inc,,Doncaster East,VIC,,,,,,,,,,office@dcccc.org.au,398421666
Sounds Of Apostolic Mission Church,,Haynes,Western Australia,,,,Y,Y,Y,Y,Y,Y,cliforddakwa@gmail.com,449197952
Woomelang And District Bush Nursing Centre Incorporated,http://www.wbnc.org.au,Woomelang,Victoria,,,,,Y,Y,Y,Y,,admin@wbnc.org.au,350726100
Early Childhood Australia - Victoria Branch Inc,http://www.earlychildhoodaustralia.org.au/state-territory-branches/victoria/,Fitzroy,Victoria,Y,,,Y,Y,Y,Y,Y,,ecavic@earlychildhood.org.au,394278474
The Trustee For The Alex Tseng & Greg Prouse Foundation,,,,Y,,,Y,Y,,,,,,
Jim & Debra Walker Ministries Incorporated,http://www.jdwalkerministries.com,Rowville,Victoria,,,,,,,Y,,,jdwalker_ministries@hotmail.com,
Drysdale Preschool Incorporated,https://bethanykindergartens.org.au/kindergarten/drysdale-preschool,Drysdale,Victoria,Y,,,,Y,,,,,drysdale.kin@bethany.org.au,
Western Heights Common Equity Rental Housing Co-Operative Ltd,,,,,,,,,,,,,westernheightscerc@outlook.com,
Nillumbik U3A Inc,www.nillumbiku3a.org.au,Eltham,Victoria,Y,,,,,,,,,u3a.nillumbik@gmail.com,438384217
Cleft Palate & Lip Society,cleftpalsvic.com,Oakleigh,Victoria,,,Y,Y,Y,,,,,cleftpalsvic@gmail.com,0425 784 136
State Coal Mine - Rescue Station Arts Inc,www.rescuestationarts.org.au,North Wonthaggi,Victoria,,,,Y,Y,Y,Y,Y,,rescuestationarts@gmail.com,
The Trustee For Church Of The Living God Melbourne Trust,,,,,,,Y,Y,Y,Y,Y,,k.chloe.c@gmail.com,
South Gippsland Group Of Melbournelegacy Inc,,Leongatha,Victoria,,,Y,,,,,,,legacy.southgippsland21@gmail.com,408565988
Chabad On Carlisle (Free) Incorporated,www.chabadoncarlisle.com.au/,,,,,,Y,Y,Y,,Y,,rabbisufrin@chabadoncarlisle.com.au,395276341
Gunditjmara Aboriginal Co-Op Ltd,https://www.gunditjmara.org.au,Warrnambool,Victoria,,Y,Y,Y,Y,Y,Y,Y,Y,admin@gunditjmara.org.au,
Switchboard (Victoria) Inc,www.switchboard.org.au,St Kilda,Victoria,,,Y,,Y,Y,Y,Y,Y,admin@switchboard.org.au,03 9663 2474
Melbourne Mandolin Orchestra Incorporated Trust,,,,,,,,,Y,,Y,,melb.mand.orch@gmail.com,
Mission Congregation Servants Of The Holy Spirit,www.holyspiritsisters.org.au,Carseldine,Queensland,,,,,Y,,,,Y,secretary@holyspiritsisters.org.au,
